date,headache,isPartial
2020-04-08,76,False
2020-04-09,89,False
2020-04-10,100,False
2020-04-11,96,False
2020-04-12,90,False
2020-04-13,73,False
2020-04-14,96,False
2020-04-15,90,False
2020-04-16,78,False
2020-04-17,93,False
2020-04-18,75,False
2020-04-19,93,False
2020-04-20,76,False
2020-04-21,89,False
2020-04-22,83,False
2020-04-23,84,False
2020-04-24,83,False
2020-04-25,96,False
2020-04-26,85,False
2020-04-27,86,False
2020-04-28,94,False
2020-04-29,84,False
2020-04-30,76,False
2020-05-01,86,False
2020-05-02,88,False
2020-05-03,77,False
2020-05-04,66,False
2020-05-05,70,False
2020-05-06,73,False
2020-05-07,70,False
2020-05-08,75,False
